昵称,性别,地区,评论,点赞
很胖的树袋熊,男,湖南,看这种视频需要关掉弹幕[吃瓜],0
混吃等死诚,男,陕西,萨达姆为你的频道承受了太多,1
Callis_E,保密,广东,这是1975年的产物，恐怖,0
steptochange,保密,安徽,咱们应该上马无人武装直升机,0
宝城宝贝城,保密,广东,这玩意儿美国也卖给了弯弯,1
猛追湾头号恶霸,男,四川,好不好用送给我一架才知道,1
MT今日湊阿库娅,女,天津,印度也要有AH-64E了,0
禾屿丶,男,美国,之前看到一架，确实帅,80
喝杯逍遥自在酒,保密,浙江,中国什么时候能买一批？,1
昵称,性别,地区,评论,点赞
Siscon丶y,男,广东,问题不大 武直十吊打之,1
ONe0KR0cK,保密,湖南,果然科技才是第一生产力,1
火焰附加III,保密,安徽,我的性别是武装直升机,0
喷完就拉黑的是出生,保密,云南,庆幸科技掌握在文明手中,0
菜万多夫丝基,保密,四川,吹牛批，能打过直20？,0
青山櫻,保密,甘肃,什么时候给中系发阿帕奇,0
万能的厕纸,男,广东,RPG能否把你打下来？,0
ooKurumi,男,北京,催更[脱单doge],1
珠宝玉石鉴定,保密,河南,他妈的领先世界四十年,1
喜欢的名字全部被占用,男,四川,那么怎么才能拥有呢？,0
虎牌烧水壶,保密,辽宁,弯道超过它，easy,0
风月2940,保密,日本,咋评论这么多牧羊犬啊,0
最后的骷髅军,男,福建,虐杀原形里专门抢这个,0
越水巴山,保密,四川,因为科曼奇胎死腹中了,0
古见的小车库,男,江苏,忍不了了忍不了了,61
ncpp123,保密,四川,捍卫人类文明的火种,9
刘小小鸿,保密,广东,穷兵黩武，恃强凌弱,0
马云等总计6914人,保密,四川,过于先进，随意展示,0
Daryee_Lee,女,湖南,幸亏科技在文明手里,0
葫芦药,男,江苏,能打过 f22 吗,0
昵称,性别,地区,评论,点赞
孤独贝壳,男,安徽,真的有人喊武直10,0
巡抚加州,保密,黑龙江,轰我一发看看实力,0
宇996,保密,广西,还不把技术偷过来,0
长城奴工,保密,四川,颜值高[吃瓜],1
_Synthwave,保密,广东,美国牛逼！！！,0
ESLcooLcc,保密,广东,不如大疆无人机,0
安乃近近近,男,河北,t1级别性取向,0
睿睿灰灰,保密,四川,拉去乌克兰看看,0
龙虎山下白素贞,保密,黑龙江,这就是我的性别,0
又花了我六个币,男,浙江,来啦[星星眼],0
Ssc1no,保密,四川,粉区腆着脸看,1
damouhao,保密,福建,抄袭的武直十,1
佐和穗花,保密,安徽,中国买一架?,0
定向花,保密,四川,想看武直10,0
卖鱼的东二贝,保密,广西,垃圾不如茅台,0
八舞奶茶,男,江苏,讲讲疣猪战机,0
卖女孩の小火柴v,男,山东,更新这么慢，,0
取个坏昵称,保密,广西,讽刺的命名,1
我是一只saberlion,男,上海,美狗真的多,0
小丸子的老爹,男,浙江,想看枪骑兵,0
昵称,性别,地区,评论,点赞
凌宇星茗,男,广东,大国重器！,0
一起去摘花,保密,广东,老美牛逼,1
zhuceoo,男,河北,1000,0
聪会小王子,保密,河南,超级种马,0
九---天,保密,河北,海上种马,0
源氏骑脸怎么输,男,加拿大,太帅了,0
zhuceoo,男,河北,996,0
zhuceoo,男,河北,999,0
zhuceoo,男,河北,998,0
zhuceoo,男,河北,995,0
zhuceoo,男,河北,997,0
嘉尼罗,保密,江西,来了,1
你所谓的表哥,男,广西,帅,0
xd我来了,男,陕西,帅,0
栗子汽水OvO,男,辽宁,好,0
昵称,性别,地区,评论,点赞
昵称,性别,地区,评论,点赞
清纯流氓兔,保密,江苏,强的不是飞机，而是每次推出的技术和理念都走在了时代前面，后来者只能模仿或者借鉴其理念，而别人又在不断积累迭代越走越远。,1043
心会乱飞,男,安徽,局座以前有一个系列视频提到了F22 B2都没那么激动，但是对阿帕奇赞不绝口[笑哭],971
福克斯咕咕,保密,上海,"武直的作用被夸大了，只有在取得制空权的基础上才能最大限度地发挥武直的作用。美国在越南战场有制空权，美国也有能力在其他局部战争中取得制空权，这才能体现武直的价值，否则只能成为空军和地面防空火力的靶子，今天还多了一个无人机对手。
另外对于反坦克，从平面走向立体，从有人走向无人乃至人工智能是大趋势，所以传统武直必将迎来变革，以后估计是一个地面基站或者空中基站通过若干个中继平台进行远程指挥，然后用大量AI无人机执行蜂群战术。战术层面由AI自行决定执行方案，指挥只负责发布战略层面的命令。",116
eric17102,保密,中国台湾,今天我家上空剛好有一架  平常都是ah-1比較多 [妙啊],453
sssgoii2,男,浙江,"因为重型武直只有美俄，俄ka52另辟蹊径 mi28nm就是阿帕奇司基
所以今天ka52被乌天线宝宝揍下来了就是长弓阿帕奇最强
明天阿帕奇被老农打下来就是ka52最强",488
木卫三的故事,保密,广西,美系装备真的帅,463
阿一゜,保密,河北,现在查打一体无人机的兴起会影响到武装直升机的地位吗？,28
bili_33636763267,保密,广东,实战检验过 确实好用,111
一份猪排饭,保密,河北,难以想象，这东西居然是好多年以前造出来的，放到今天都丝毫不过时，甚至还依旧很先进,13
我的老婆邱大脸,男,湖北,虚假的坦克杀手：阿帕奇  真正的坦克杀手：民用无人机绑反坦克手雷[脱单doge],403
是大枫树呦,保密,浙江,阿帕奇真的印象深刻。小学时候玩虐x原型，里面有两种直升机，其中就有三种武器的阿帕奇。无限弹药的机炮，5发跟踪导弹，进百发的火箭弹。不要太爽。,27
同济三版抄七遍,男,广东,这玩意确实可以，咱gf需求里也有重型武直，现在wz10虽然战场态势感知能力还可但火力输出和航程是避不开的有提升空间的点，此外重型运输直升机也是空缺，像大种马那种一样馋，这些是明显的空缺，但也不必一刀切二极管，我们本来就主要差部分武器装备还是总体装备规模，这些一直都是缺点，但我们还是在众多领域取得巨大突破甚至比肩鹰酱，包括空j的j20，16D，10c，kj500，海j的055，052DL，054B等等，大可不要二极管，少个重型武直就没有希望了，或者有了j20A了就无敌了目中无人了，本来就讲求实事求是，强的地方肯定不足的地方努力，想不明白哪来那么多二极管极端得很还能唱出什么灯塔的往死里唱衰往死里舔的，真是离谱,118
原谅我一生热爱难回头,男,广东,好像坦克的天敌就是武装直升机,46
Mr_影言,男,广东,正视差距,136
红男爵kk,保密,北京,几十年了阿帕奇依然是世界上最优秀的武装直升机，我国的武直十被誉为可以与阿帕奇一战，虽然我不知道结果如何，不过有一点阿帕奇的战绩斐然，武直十呢？再具体的说我国的空军武器呢？那个经过战场考验了？所以不要盲目自信，还是要虚心学习,9
今日乐子,保密,山西,up视频做的真不错，就是弹幕评论没法看,96
全球程序员,保密,浙江,阿帕奇和F22最先进的地方就是那一堆电子设备，大量使用了FPGA，简直外星科技。雷达、火控、头盔、航电组成的系统可以眼睛看哪就瞄准哪，还有头盔看到的画面就像白天一样清晰。这些都是FPGA实现的，可以一键自毁，可以不断升级改进[doge],20
理中客集团,男,北京,阿帕奇他到底是复杂呢还是简单呢?我脑子中萦绕的问题就是阿帕奇现在这个状态就是直升机最牛最精简的状态了吗?升级的可能性在那个方向?,13
十人九慕始终如一,男,广东,"伊拉克沙漠风暴开端没说清楚
撕开伊拉克防空缺口的不止阿帕奇
而是由电子对抗版本的种马领衔，全程电子压制，超低空夜航，领航到位，再由跟随的阿帕奇完成打击任务
撕开防空缺口后，也是由F111领衔空中打击联队全面打击。
核心力量是有重型电子对抗版本的种马，重型武直阿帕奇，电子战F111，才完成了精确，科技压制，碾压的空中联合打击任务，且战损为0。",19
昵称,性别,地区,评论,点赞
平行进口车手册,保密,天津,阿帕奇E 我还以为是新能源阿帕奇,11
PixelDevil,男,河南,最喜欢的武直，DCS里喜欢飞阿帕奇胜过固定翼,12
疯猪的卡卡,保密,四川,40年前的产物，现在还有很多功能达不到，正视差距。,2
二氯亚砜_,男,日本,因为武装直升机的首要猎物还是坦克，在坦克有决定性的进步之前武装直升机就没有进一步发展的方向。,1
星辰starspots,保密,吉林,"直升机对近地防空确实是菜，不过阿帕奇本身确实耐艹的离谱，但对人员逃生效率，个人觉得，还是毛子的弹射座椅好用[doge]。
还有就是，是因为加装了长弓雷达才叫长弓阿帕奇的？",2
thalcave,男,北京,这飞机我初中时间第一次见，太特么帅了！那时候还总看兵器知识，有一期还有个占两页的大图爽歪歪！[支持],1
机车超人qwe,男,河南,不能妄自菲薄  也不能轻视对手   至少老美的家伙事  都是经过实战检验的  不要说对手都是弱国   再好的武器也是需要战术配合的  抛开武器优势    经常打仗的国家  士兵的实战能力都不会太差,1
躺着中枪,保密,陕西,武直只适合甜地的时候用，地面稍微有几个单兵地对空都不能这么自在。,0
会呀呼叫的猫,男,四川,直20，ka52，AH64他们对比各自的优缺点是什么[思考],0
没过期的纯牛奶,女,北京,现在的无人机是不是能够更廉价的完成对等任务，阿帕奇会不会跟当年的诺基亚一样，直接被苹果降维打击,1
生存主義,男,辽宁,大部分武直不都是4个挂点吗？？？挂载能力有啥区别吗,0
桑轩就是桑佳言,男,河南,全世界最帅的武装直升机！老美在审美这一块，眼光毋庸置疑！,1
游戏渊,男,湖北,我记得 其实阿帕奇这个名字就很地狱了,17
jirara大尉,男,北京,有没有老哥鉴定下这个是不是阿帕奇？去年瞅见的[妙啊],0
sang06,保密,上海,A10在逐步退役了。精切打击有无人机，覆盖有其他的炸弹卡车。高端局 肩扛都能弄死他，低端局 单单靠机炮 没空间给他混日子了！,1
赛里斯之锤,保密,安徽,攻击机之所以逐步消失最主要就是武装直升机的出现（替代性）[笑哭],0
bili_95908542254,保密,四川,黑鹰坠落那个是不是就是阿帕奇？,2
先天霸主,保密,山东,毫无疑问，阿帕奇就是地球目前最强的直升机类型,0
李东君Pro,保密,山东,感觉同时出动5架查打一体无人机比出动一台阿帕奇还经济便宜[大笑][大笑][大笑],6
哇哈哈12312312,保密,广东,我觉得现代战争，武装直升机和坦克都是活靶子，如果坦克能到地方，武装直升机也能到，如果坦克不能到的地方，武装直升机也基本到不了，因为人家有AT导弹，自然也有AA导弹，反而无人机更适合当下非全面战争的武器,1
昵称,性别,地区,评论,点赞
小奶莓的心臟吖,女,山东,军武盲问一下[哦呼]为什么很多飞机舰队都是服役几十年的 b2 b1b b52这些造料和技术没有新改进的吗,4
魔卡少女郭德纲,保密,青海,正儿八经地问一下，如果阿帕奇是 10 分，咱们的武直十是几分？,2
磁约束老司机,男,广东,讲讲女武神？可惜没有被用起来，不知道有没有参加过实战,3
似水11,保密,浙江,阿帕奇的替代者早就出现了，科曼奇，具有隐身能力,5
热心市民-蔡先森,男,广东,国内哪架对标[思考],2
辣锅要涮藤藤菜,保密,北京,下一期能讲枪骑兵吗,2
脑甜儿,男,山东,既然有人非要唠无人机，那么MQ-25呢？天下可有出其右者？,3
GunsNRosex,男,新疆,"ah64不就是黑鹰吗
黑鹰难道是阿帕奇？",0
billboard100,男,江苏,治安战专用，这个缅甸需要，但凡和正规军对战这个就是个军功章，升官发财机,0
Swiftie笙,男,新疆,阿帕奇外观真的非常科幻,4
后来塔,保密,湖北,天天最强，这最强那最强，宇宙最强吧,0
年与時驰,男,河北,不知道阿帕奇直升机怕不怕火箭筒,1
乙方的二次方,保密,浙江,我记得我以前在某一篇杂志社看见过将阿帕奇称为飞行的棺材，不知道是真是假的,0
天堂使者1111,保密,上海,所以，我们的J20造出来不去实战检验下吗？,1
心的东方,保密,广东,它这个后面还有空间的吗？就比如像米24那样的,0
渴坏了我,保密,湖南,肯定中国媒体说还没无人机好 但是想过没 如果别人把这个做成无人驾驶昵,0
黑暗与深邃,保密,河北,以后用不到了 无人机就够了,1
YSIRBILIBILI,男,广东,PLA什么时候买几架？[doge],1
Fyodorovich,保密,河南,我觉得ka52有话说[doge],1
安安安仔_,保密,山东,我觉得是卡52[doge],0
昵称,性别,地区,评论,点赞
俄站永不变质,保密,广东,武直10:嗯？,0
_Ordis_,保密,新疆,武装反抗的部落命名武装直升机，投降带路的命名运输机，white皮猪是懂命名的[doge],2
馬卡里烏斯之刃,男,山东,我卡52呢😡,0
T小朋友T,保密,山东,相较于M28外形的壮实健硕，8阿帕奇真的是显得精瘦干练，从任何角度看，这架武直真的是漂亮。希望UP能讲一讲科曼奇没落的一生。以及该机后续的隐形发展。,2
Machaさま,保密,黑龙江,小时候第一眼从彩图书上看到这架直升机就觉得真的好看，比其他奇形怪状的直升机帅太多了，真的就是强大和美学的结合,4
jducy66,男,北京,三连咯该更新了[doge],2
王大力力,男,新疆,该更新了[doge],0
我不爱BigOther,男,加拿大,"现已加入dcs豪华午餐，游戏里你也可以开着带头喵系统的阿帕奇，用眼神指挥机炮砂仁[滑稽] 
另外dcs阿帕奇也有长弓雷达，尽管在游戏里基本上没啥卵用就是了，还不如激光天堂水",0
扬雨旗,男,江苏,"有没有可能，武器 飞控 火控 观测 发动机 装甲 软件都在不断的升级改进。
只是设计的那个载具架子结构一直在用，一直都还够用。",4
米米世界主义者,保密,陕西,只是气动形状五十年未变，航电雷达技术一直在进步,1
Loser是Dicker,保密,广东,军盲还在天天想着用无人机替代武装直升机，然而美军已经开始走无人机配合有人机的路线，阿帕奇可以控制好几个无人机，国内军盲喜欢斗兽棋，这个不行就要完全换一个,3
云端的彼方,保密,上海,我记得没错的话…阿帕奇不迭代是因为近年来美军的战略方向从大国战争转向压制区域强国，以这个战略目的来看，阿帕奇确实足够了，而且美军确实叫停了新一代空优直升机平台和对地直升机平台的研发,1
Karotov,保密,内蒙古,阿帕奇厉害就在火力足、机动好，还有最最最重要一点，战场数据共享，这点我们就差很多,1
是佑似右,男,重庆,科曼奇项目取消后，大致武装直升机就是阿帕奇这一类了，缝缝补补换新航电，又双叒叕战几年[doge],1
城破人空,保密,重庆,"这个世界，是伯乐制的。
千里马常有，而伯乐不常有。
世界上，最稀缺的是“伯乐”，生存土壤，生长环境，而非，没成长起来的“天才”
天才，在没成长起来前，就是个普通人，罢了。
你把爱因斯坦，放在原始社会，他也不可能，开创出相对论，说不定哪天，被人煮在锅里吃了。更不要谈科学研究。",1
-练习时长五年半-,男,福建,阿帕奇配合科曼奇打双直升机在中低级图还是很强的🤗,3
遠藤屮弘土,保密,河南,重型武直，放到到现在绝对不是最优选，采购和驾驶员成本太高，完全不如察打一体无人机和自杀式无人机,1
fharrygo,保密,吉林,小时候把这玩意贴了满墙[笑哭][笑哭][笑哭]实在是太帅了啊[打call][打call][打call],2
脸先落地,男,四川,这才是经过实战的遥遥领先 不像有的飞机只是ppt领先,0
林登奈,男,辽宁,"搞防护的只有毛子，阿帕奇其实挺脆的。被绿绿用ak打下来过，直接射的驾驶员还是武器操作的来着。相比之下雌鹿抗造多了。至少这种事不会出现
但这种防护就跟阿尔金头盔似的。你说能不能防 能，但不咋有必要。毕竟叠再多加甲也扛不住防空导弹。。。",1
昵称,性别,地区,评论,点赞
林中飞雁,保密,未知,未来得世界是。智能化单兵武器，像直升机这种东西以后面对无人机 智能单兵导弹  只能瑟瑟发抖，时不时从森林里面  建筑物里 给直升机一个小小的智能武器震撼,0
联合制导,男,广东,阿帕奇强在航电，毫米波雷达，观瞄，地狱火制导种类。,0
F15E打击鹰,男,湖南,"upup,什么时候能讲讲f15或16？[打call][打call]",1
weezers,保密,江苏,"一款武器的强弱是有很多时代特色的。更是背后平台系统的强大。最早直升机做为旋翼机是不会看好的，要速度没速度，要高度没高度，武器荷载又小。战场生存能力也不强。所以欧洲那会是没有市场的。直到了，二战以后，美国开始研究特种作战和新型登陆作战，这时候直升机因为可以不受地形制约，才被美国人大量制造和使用。
     所以直升机做为一款系统武器，它的背后是新型的作战理念和模式。
    到了让美苏冷战时期，武装直升机是做为一款反地面装甲力量的系统武器制造和使用的。以及美国在越南战争和丛林作战的需要。
    所以阿帕奇武装直升机的强大是美国国运的强大，先进作战理念。
    而美国为啥要研究这些东西，背后是因为，在对日作战，对朝作战，对苏联冷战，对越南作战的，损失后，总结经验教训，才造出了，武装直升机，钻地弹。等等。本质是，打击非昂塞民族国家。",0
3kkoout,保密,广东,阿帕奇可以超视距作战吧,0
美国手表,保密,北京,来一期c5 c17 c130横向对比吧,2
wffw111,保密,澳大利亚,换装新的T901引擎后会更加强大。,0
刻舟求剑3315,男,福建,设计超前，当之无愧坦克杀手,2
江连斯基,保密,湖北,"一会还有更狠的，贝尔V-280,飞的快不少，性能更好",0
Loser是Dicker,保密,广东,阿帕奇还有很多航空器生存装备，有雷达告警装置，激光探测装置，导弹探测装置，雷达干扰机，雷达频率干涉仪，这些东西只有大机体才能全部装下，直10肯定装不下，就算能装，探测范围也没阿帕奇大，机体体积限制摆在这,0
鯊魚辣椒er,男,广东,看到弹幕有个无敌自信的：和咱们打打试试，还没起飞就崩了。[滑稽],1
胖熊数据库,保密,辽宁,记得小时候的纸牌游戏就有这个机型，好像数值很高,1
堡乐帝,保密,四川,节目太精彩了 一口气看十集 谢谢up,1
ahhhkwan,男,广东,RAH66科曼奇和猎杀拉登的静默鹰[doge],1
慎言慎行慎为,男,内蒙古,自己去看一看吧再了解一下各个国家的直升机和这个纪录片当中的资料，就能心中有答案了[吃瓜]【【国家地理频道】超级工厂 系列合集 全6季66集 Ultimate Factories-哔哩哔哩】 https://b23.tv/1YBk8w0,0
灰化肥化辉,保密,山西,造一个它的价格能换多少无人机？ 而它和无人机对上了，下场要多惨有多惨，时代的眼泪。,1
战术讲究,男,浙江,各种无人机的出现，极大的改变了战争装备。,1
臭脸羊驼梅丽尔,保密,广西,强大的不是单个武器，而且整体的体系作战，情报收集能力和后勤支援能力。凭借着北约的情报能力，海老师和风暴都可以给大鹅上眼药。假如没有完整的体系作战，就跟之前用豹豹那样用阿帕奇，也发挥不了作用。,0
账号已注销,保密,四川,B2首飞也三十多年了，现在也没哪个国家赶上,1
ashouhu,保密,广西,这东西就像群星里头的堕落帝国一样再老旧也有不俗战力不过再过十几二十年或许会被我们国家超越我觉得,0
昵称,性别,地区,评论,点赞
带土被用了,男,山东,初中的时候就爱看防务新观察，经常看到局座对这款武装直升机赞不绝口,1
Mr_杠,保密,北京,额。。不懂就问，视频里说长弓雷达是直升机上搭载的最强雷达，这真的假的啊。。这玩意比预警直升机上的还强吗,0
liu叫我门卫,男,江苏,很好又来见证生物多样性和亚空间物种了奥,0
飞龙在天谪仙藤小仙侠,男,湖北,不是年近半百，而是改进中，机械原理物理数学原理是不变的，难道遵守几百年前原理就是过时技术,2
账号已注销,保密,甘肃,对地攻击侦察还是无人机好，坦克和直升机那么大个目标，战场生存堪忧，现在俄乌战场打坦克哪还需要直升机，都没见直升机在战场上出没了，,0
实名上网凯尔希勋爵,男,安徽,可不可以像汽车总动员二一样，专门设计一款大功率，高续航的激光发射器。直射载具油箱，诱发爆炸什么的,0
hilihili007,保密,美国,是不是对地对空导弹这种精准快速的攻击毫无防御能力？感觉放诱导弹也来不及。,0
海森堡2,保密,内蒙古,使命召唤4有一关 玩家操作 AC130支援地面部队，贼爽。,0
hehe1213,保密,辽宁,啥时候介绍低空铺路者。,3
安东哥快回来吧,男,广西,讲一下华约呗，米格21[doge][星星眼],1
孔孟二哥,男,广东,阿帕奇不强，长弓阿帕奇才是那个强的啊，只要有有山坡，有树林，就能隔着十几公里给你的野战防空狠狠扣1,1
萬古青天壹誅蓮,保密,湖南,话说武装直升机的生态位会不会被无人机取代,0
送我一把民谣吉他,男,山东,三连了！up有没有打算安排一期图160[脱单doge],1
竹林清苑,男,广东,小时候看过一个节目各种排行榜，武器排行榜第一是俄亥俄级核潜艇，第二就是长弓阿帕奇，印象深刻啊,0
CCOCOC88,保密,浙江,小时候看央视军事节目，最喜欢的就是阿帕奇[星星眼][星星眼][星星眼],0
胡桃不是葡萄,保密,江苏,感觉这就是武装直升机的极限，后面应该就只能往无人方向发展了,0
必互关点赞必互赞,保密,安徽,现在武装直升机发展基本停滞了，基本上是小修小补的改进。无人机快把武装直升机的战场定位抢完了，还便宜，不怕损失,3
Vnnicky,保密,福建,运20和c17的对比,0
预告片ptt,保密,广西,RPG才是真正的坦克兼阿帕奇杀手,0
zcyyq,保密,上海,小时候拼过模型，我都不知道那叫阿帕奇，就外形看上去很帅所以缠着家长买了,0
昵称,性别,地区,评论,点赞
apoph1s,保密,湖北,感觉直升机只有绝对具有空中优势的战争才有效，像一般单兵防空火箭基本就凉凉了，还没有自杀式无人机有效果。[doge][doge][doge],0
titikakaka,保密,北京,那不能和人作比，应该是五十多年过去仍然无法超越的最强,0
我是远见,保密,四川,[脱单doge][脱单doge]卡梅隆:你再先进，我创造的外星人，也是一箭一个,1
宝矿力我要喝一大升,男,广西,听说一架这个在之前年份能买一吨黄金[doge],1
瓦尔特罗尔,保密,江苏,阿帕奇树梢猎手，米28，卡52旋翼强击机[藏狐][藏狐],0
非空想主义者,保密,四川,@掌天下之柄 好看,0
为你er执着,保密,上海,中国有直10ME 涡轴9G单台功率也到了1500千瓦，和美军类似不用换装备！,0
国际机票小能手,男,内蒙古,这战绩  真的太强大了,0
0nion丶,男,广东,有防空又不一样了，直升机对防空也是被按着打,1
赤桃绯,保密,四川,不过攻击直升机发展前景不太好，我觉得还是运输直升机加攻击无人机好一点,0
御龙皇朝的皇帝,男,内蒙古,现在最先进的型号是什么？,0
WindcityDerrick,保密,安徽,说实话名字也很帅,1
WHIPLASHX,保密,陕西,不得不说，帅是真的帅,1
Jason_Nan,保密,中国台湾,我们旁边那好多，你们可快来拿走吧，我要去成都吃小吃[鼓掌],0
cloud丿云,男,广东,现在是超视距，常规逐渐退出主流。,0
TheUltimate_R,男,黑龙江,我天天在给他爱里开[doge],0
在线夜猫,保密,浙江,直升机需要开发更多远距离攻击武器，要不然生存能力艰难,0
世界0,保密,安徽,"WZ10是小草驴，阿帕奇是大骡子。虽然都能拉车,可那小草驴驾不了辕。",0
卡布奇诺1杯,男,河北,目标锁定之下，皆是真理[微笑],0
等风的大风车,男,广东,好高质量，持续关注,0
昵称,性别,地区,评论,点赞
脑甜儿,男,山东,巡航导弹就是无人机,0
谢柠檬v,男,广东,"果断关注投币！ 就想找这种解说的up，之前关注的好几个什么军武次位面啊迷彩虎等都因为内部问题变了🤷 找不到想看的内容
老霉的装备确实馋啊[喜欢]md都是几十年前的装备怎么还遥遥领先呢，（b2最帅！）",0
九龙街乐子人,保密,安徽,我在气球塔防里面挺喜欢用阿帕奇的,0
衣郡,保密,广东,第一次见到还是小时候玩gta。,0
无名睡睡睡,男,重庆,材料强度和电控,0
少女所盼,女,江苏,庆幸科技掌握在……后面忘了,2
弄潮潮潮儿,保密,广东,中国的武装直升机叫啥？,0
ReisenMYK,保密,广东,"小鸟直升机, 阿帕奇, 黑鹰直升机这三款各种影视游戏作品都经常出现。",0
中份薯涤,保密,河北,真正的物联网技术,0
u_sys,男,上海,我鱼鹰表示不服[doge],1
小陈子爱长沙,男,广东,如今已经是无人机的天下了,2
青铜狮子114,男,山西,现在我们也有了这么好的东西了，感慨,1
账号已注销,保密,湖南,在反思了,0
歪比巴不丶,保密,北京,当年海湾战争真的算是暴打原始人了，那时候的伊拉克军事力量也算是前几了,0
索杰恩,保密,重庆,科比看了都落泪,0
金卯刀01,男,中国香港,阿帕奇真的帅,1
咖啡奶不加冰,保密,河南,不是只有AH64D才有长弓吗,0
奇点131,保密,河北,科曼奇才是最强武直吧,0
溜了溜了2223,保密,广东,那为什么现在坦克和直升机没有全部退役，为什么没有采用你这样先进的的军事理论呢，军事专家？,0
凤凰寺悠羽,保密,河南,我的性别就是阿帕奇武装直升机[doge],0
昵称,性别,地区,评论,点赞
奇卡力哟,保密,浙江,九二式步兵炮[脱单doge],0
拍案王桑,保密,贵州,[星星眼],0
拓跋小爷,男,新疆,阿帕奇这造型就牛！,1
无名吾小卒,保密,日本,强不强无所谓帅是真的帅啊！,0
星野悠U,保密,河南,确实帅,1
炊事员卡布达,男,四川,747是半个世纪前的产物。,0
oo神尾观凌oo,男,江苏,AH-64阿帕奇和卡-52短吻鳄势均力敌,1
春风得意风生水起,男,河南,别人没有配套设置得有实力打掉防空才能用,0
海梓南,男,山西,把阜南ka50，52放哪里去了？,0
黎明-BI9AHU,男,陕西,玩2042，直升机真难操控,0
半里长街繁华,男,天津,从出生就无敌,0
一握砂,保密,浙江,越帅的武器越厉害,0
半吊子晔,保密,广东,无人机的出现直接忽略,0
MiIlo,男,广西,下期怎么说🙃CH-47[doge],1
香草可乐奈斯,保密,浙江,先行者和抄抄者的区别,0
Kadrdn906,保密,新疆,B2 阿帕奇 上个世纪的,0
膝门搭棺人,保密,广东,自愧不如就完了[妙啊],0
幺幺随风,保密,湖南,无人机表示不服[2023],0
gp-----02,保密,江苏,无人机终将取代直升机。,0
我有时其实,保密,广东,这个真离谱 目前没有做得到的,0
昵称,性别,地区,评论,点赞
厂办彪哥,男,山东,我先来，颜值高=实力强,0
威天行,男,河南,其实早就该换代了，阿曼奇被砍了，不然阿曼奇都该换代了[嗑瓜子]近几十年来没有够档次的对手,0
钢豹3000,保密,广东,罪恶都市最爱载具,0
Mark_Eon,保密,重庆,封面太帅了,0
旧岁与清梦,男,重庆,会经常更新里面的装备,0
小新314,保密,广东,坦克杀手现在不是无人机？,0
回家1122,男,贵州,最牛逼的，没有之一,1
绝对的ikun,保密,甘肃,1984？哎呀，这太离谱了,1
风听风_jn,保密,山东,虽然但是，还是无人机更高效，阿帕奇虽然好，但是太太太太贵了，并且有两个大活人儿，成本太高。,0
弦歌天镜,保密,湖北,武装直升机能干的活无人机也能干,0
威狗非狗,保密,福建,很帅,0
卡拉什尼塔科夫,男,北京,阿帕奇可太帅了,0
吾心何在,保密,广东,这机炮打的是贫铀弹吗？,0
沒川内裤,保密,四川,排位赛停了，要不然版本更新很快,1
卑微霖霖在线寻人,保密,河南,k52讲讲呗,0
律师非法师,男,北京,阿帕奇，F22，鱼鹰，这些没有外星人的科技支持，我是不太信的,0
EDG竞技电子俱乐部,保密,湖北,好像还有蜂鸟大黄蜂？,0
Solarrain27,保密,河北,这么高级的飞机，有点烟器吗,0
非疯子,保密,浙江,都不是版本之子，单兵武器一个就够[吃瓜][吃瓜][吃瓜],0
CharlesG-,保密,广东,所以汶川那年，到底是不是只有阿帕奇能去救人，其他直升机顶不住？,0
昵称,性别,地区,评论,点赞
奇迹大白熊,男,上海,上链接！[doge],0
可乐百事哈哈,保密,江苏,华约不是在东德吗？,0
Nemesis1161,保密,浙江,武德充沛[支持],0
fharrygo,保密,吉林,真漂亮呀[脱单doge][脱单doge][脱单doge],0
糕冷富二代,保密,江苏,还是有很大差距,0
悠声绿茗,保密,甘肃,把标题中的问号去掉。,0
咖啡奶不加冰,保密,河南,不是说阿帕奇独臂战士，真的假的[吃瓜],0
格洛克19-2,男,广东,局座最喜欢的直升机,0
小玛丽前驱车,男,湖南,真的牛批[喜欢],0
物非贰零贰叁,保密,江苏,阿帕奇再牛，有啥用，我们有吴京更有战狼[OK],0
谁用了银扳指,保密,江苏,sr71,0
洪涛QHJG,男,北京,1架阿帕奇可以买3架F35,0
海北男孩,男,江苏,10:29这个电影是什么,0
SolaAtlantis,保密,江苏,还是几百的无人机好用[doge],0
明尼苏达汪汪队,男,山东,百公里几个油[doge][doge][doge],0
岩川L,男,河北,什么电影片段啊？,0
雷帝嘎嘎2022,保密,陕西,为什么直升机能倒立飞？,0
发光的唐培里侬,男,云南,这个东西成本多少呀,0
熊熊CuteBaby,男,江苏,唉，1984年[撇嘴],0
李奶奶的佳美娜,保密,广东,燕双鹰表示不服,0
昵称,性别,地区,评论,点赞
克格勃的黑卤蛋,保密,浙江,我想看图九五,0
康尼查罗歧化-,保密,安徽,想看黑鹰直升机！,0
黑灰白彩虹,保密,青海,飞狼,0
美国面条,男,河南,讲讲黑鹰,0
我们常威根本不会武功,男,四川,黑鸟[doge],0
生存进化之卢西奥,保密,浙江,毒刺能把阿帕奇打下来吗,0
账号已注销,保密,四川,没人比我们更懂借鉴,0
和泉言叶,男,韩国,见过,0
asd天空之城,保密,河南,[吃瓜],0
核潛艇,保密,广东,正义之师，自由之师，地球最强科技之师[打call],8
